1001 | В двух неделях 10 рабочих дней. Сколько рабочих дней в 4 неделях? | 20 | Сколько рабочих дней в 1 неделе? : 5 | Сколько рабочих дней в 4 неделях? : 20
1002 | На 3 джемпера идёт 12 мотков шерсти. Сколько джемперов можно связать из 16 мотков шерсти? | 4 | Сколько мотков шерсти идёт на 1 джемпер? : 4 | Сколько джемперов можно связать из 16 мотков шерсти? : 4
1003 | На 3 костюма идёт 9 м ткани. Сколько метров ткани пойдёт на 6 костюмов? | 18
1020 | Одна из обувных фабрик Москвы даёт за 3 минуты 75 пар обуви. Сколько пар обуви она даст за 5 минут? | 125
1021 | 18 редисок связали в пучки по 3 в каждый. Сколько получится одинаковых пучков из 54 редисок? | 9
1022 | На двух этажах 36 окон. Сколько окон на 3 этажах? | 54
1023 | В семи одинаковых коробках 21 кг винограда. Сколько килограммов винограда в 4 таких же коробках? | 12
1024 | У хозяйки было 9 куриных яиц, которые весили вместе 675 г. Сколько весят вместе 6 таких яиц? | 450
1025 | За 3 дня хозяйка израсходовала 165 г масла. Сколько масла потребуется из того же расчёта на 10 дней? | 550
1026 | 8 ящиков вермишели весят вместе 128 кг. Сколько таких ящиков получил магазин, если вместе они весят 80 кг? | 5
1027 | Балка длиной 5 метров весит 175 кг. Сколько весит такая же балка длиной 7 м? | 245
1028 | На 9 парниковых рам требуется 144 стекла. Сколько можно застеклить рам, имея 96 стёкол? | 6
1029 | Чтобы заквасить 360 кг капусты, потребовалось 4 бочонка. Сколько потребуется таких же бочонков, чтобы заквасить 540 кг капусты? | 6
1030 | На 3 грузовиках привезли 180 мешков муки. Сколько потребуется грузовиков, чтобы доставить 420 таких же мешков муки? | 7
1031 | За 8 дней тракторист израсходовал 480 кг горючего. Сколько всего дней работал тракторист, если за всё время работы израсходовал 600 кг горючего? | 10
1032 | На зиму для 6 коров требуется 360 ц силоса. Сколько коров у фермера, если запасли для коров из такого расчёта 180 ц силоса? | 3
1033 | Для детского сада купили 12 коробок цветных карандашей. Всего в этих коробках было 72 карандаша. Сколько карандашей в 4 коробках? | 24
1034 | За 6 часов прядильщица выработала 54 кг пряжи. Сколько пряжи вырабатывает она за весь 8-часовой рабочий день? | 72
1035 | Через один кран за 3 минуты натекло 36 вёдер воды. Сколько вёдер воды натечёт через такой кран за 5 минут? | 60
1036 | На 4 страницы альбома наклеили поровну 60 почтовых марок. Сколько таких марок можно поместить на 6 страницах альбома? | 90
1037 | 2 одинаковых ящика с консервами весят вместе 140 кг. Бочка с капустой на 50 кг тяжелее ящика с консервами. Сколько весят вместе 4 бочки с капустой? | 480
1038 | В фермерском хозяйстве 6 свиней и 8 коров. Всем свиньям отпускают ежедневно 84 кг разных кормов. Для коровы требуется в 2 раза больше кормов, чем для свиньи. Сколько кормов получают ежедневно все коровы в этом хозяйстве? | 224
1039 | В июне корова давала за 5 дней 80 л молока, а в июле её дневной удой увеличился на 5 литров. Сколько молока давала корова в июле за один день? | 21
1040 | В 6 клетках по 2 канарейки. Подарили 4 птицы. Сколько канареек осталось? | 8
1041 | В магазин привезли 60 кг пастилы. В 11 пакетов расфасовали по 2 кг пастилы. Сколько кг пастилы осталось расфасовать? | 38
1042 | Для детского сада, в котром 5 групп, купили кровати. Если в каждую группу поставить по 6 кроватей, то останется 8 кроватей. Сколько кроватей купили? | 38
1043 | В магазин привезли фломастеры. После того как продали 6 пачек по 10 фломастеров, в магазине осталось 40 фломастеров. Сколько фломастеров привезли в магазин? | 100
1044 | Надо отремонтировать 24 комнаты. После того, как несколько комнат отремонтировали, осталось отремонтировать 6 трёхкомнатных квартир. Сколько комнат отремонтировали? | 6
1045 | На уборке урожая работали 2 бригады по 8 человек. После обеда ушли 3 человека. Сколько человек осталось? | 13
1046 | В кассе 30 билетов. Продали 2 группам по10 билетов. Сколько билетов осталось продать? | 10
1047 | Кузнецу привели 8 лошадей. Если каждую подковать на все 4 ноги, то у кузнеца останется ещё 8 подков. Сколько подков у кузнеца? | 40
1048 | В библиотеку привезли книги. После того, как на 8 полок поставили по 5 книг, осталось 20 книг. Сколько книг привезли в библиотеку? | 60
1049 | На фабрику поступило 100 тонн шерсти. Когда несколько тонн использовали, то осталось 9 вагонов по 6 тонн. Сколько тонн шерсти использовали? | 46
1050 | В магазин привезли 6 ящиков хурмы по 8 кг в каждом. За день продали 29 кг хурмы. Сколько кг хурмы осталось в магазине? | 19
1051 | У  учителя было  45  тетрадей.  Он  раздал 10  ученикам  по  2  тетради.  Сколько  тетрадей осталось у учителя? | 25
1052 | В  школьном  зале 6  окон.  Чтобы  их  украсить, дети принесли  горшки  с цветами.  Если на каждое окно поставить по 3 горшка, останется 5 горшков.  Сколько горшков с цветами принесли дети? | 23
1053 | После  того,  как  в 3  аквариума пустили по 4 рыбки,  в банке осталось 5 рыбок. Сколько рыбок купили? | 17
1054 | Фирма  закупила  30  кассет.  После  того, как  несколько  кассет  записали,  осталось  2  коробки по 10 кассет. Сколько кассет записали? | 10
1055 | У  Пети  было  в  3  коробках  по  6  карандашей.  4  карандаша он  потерял.  Сколько  карандашей осталось у Пети? | 14
1056 | У школьников было  36 кустов рассады. Они  посадили  на  2  клумбы  по  6  кустов. Сколько кустов рассады осталось посадить? | 24
1057 | В  мастерской сшили  9  костюмов.  Если  к каждому костюму пришить по 6 пуговиц, в коробке  останется  10  пуговиц.  Сколько  пуговиц было в коробке? | 64
1058 | Тарас вырезал снежинки. После того, как на 3 окна он  приклеил  по  3  снежинки,  у него осталось  5 снежинок.  Сколько снежинок  вырезал Тарас? | 14
1059 | В  палатку  привезли  50  кг  апельсинов. После того, как несколько кг продали, в магазине  осталось  5  ящиков  по  6  кг.  Сколько  кг апельсинов продали? | 20
1060 | На 3 ветках по 9 шишек. Белка утащила 3 шишки. Сколько шишек осталось? | 24
1061 | Привезли 24 стола. В 5 кабинетов поставили по 3 стола. Сколько столов осталось? | 9
1062 | Буфетчица налила детям  8  стаканов  какао.  Если  в  каждый  стакан  положить  по 2  куска  сахара,  то  на  тарелке  останется  ещё 15 кусков. Сколько кусков сахара на тарелке? | 31
1063 | У фермера было несколько лошадей. После того,  как он  запряг 4 повозки по 2 лошади, у него осталось 5 лошадей. Сколько лошадей было у фермера? | 13
1064 | В  переплётную  мастерскую  привезли 20 книг.  Когда несколько книг переплели,  то осталось  2  стопки  по  8  книг.  Сколько  книг переплели? | 4
1065 | В двух вазах по 10 слив. Съели  14 слив. Сколько слив осталось в вазах? | 6
1066 | Серёже подарили  100 марок.  Он  разместил  на  6  страницах  альбома  по  10  марок. Сколько марок осталось разместить? | 40
1067 | Для  украшения  7  ёлочек  купили  гирлянды.  Если  каждую  ёлочку  украсить  3  гирляндами, то останется  ещё 9  гирлянд.  Сколько гирлянд купили? | 30
1068 | Мама  купила  картофель.  После  того, как она очистила  2  пакета  по  3  кг,  у  неё  осталось  ещё  7  кг  картофеля.  Сколько  кг  картофеля купила мама? | 13
1069 | В  палатку  привезли  100  бутылок  молока.  После того,  как  несколько  бутылок  молока продали,  в  4  ящиках  осталось  по  9  бутылок. Сколько бутылок молока продали? | 64
1070 | В  3  банках  по  5  литров  сока.  2  литра выпили. Сколько литров осталось? | 13
1071 | На  складе  было  16  тонн  картофеля. На  3  машинах  увезли  по  4  тонны.  Сколько тонн картофеля осталось? | 4
1072 | Для  починки  7  кресел  купили  ткань.  На каждое кресло пошло по 4 метра ткани и осталось 15 метров. Сколько метров ткани купили? | 43
1073 | Бабушка сварила вишнёвое варенье.  После  того,  как  она  разлила  варенье  в  5  трёхлитровых банок,  у неё осталось 2 литра  варенья.  Сколько  литров  вишнёвого  варенья  сварила бабушка? | 17
1074 | Для  освещения  коридора купили  12  лампочек.  Несколько  лампочек  отложили,  а  остальные ввинтили в 2 люстры по 5 лампочек в каждую. Сколько лампочек отложили? | 2
1075 | Таня  пришила  к  3  платьям  по  4  пуговицы.  3  пуговицы  оторвалось.  Сколько  пуговиц осталось? | 9
1076 | В сервизе было 24 тарелки. На 2 стола поставили по 8 тарелок. Сколько тарелок осталось? | 8
1077 | Для  4  кабинетов  купили  вазы.  Если  в каждый  кабинет  поставить  по  2  вазы,  то  останется 6 ваз. Сколько ваз купили? | 14
1078 | Ася читала 3 дня по 8 страниц. В книге осталось 8 страниц. Сколько страниц было в книге? | 32
1079 | У Володи было 36 фотографий.  Несколько  фотографий  он  подарил,  а  остальные  разместил  на  5  страницах  альбома по  3  фотографии. Сколько фотографий подарил Володя? | 21
1080 | В  3  люстрах  горело  по  6  лампочек. 2  лампочки  перегорели.  Сколько  лампочек осталось? | 16
1081 | У  Маши  было  20  картинок.  Она  раскрашивала  по  4  картинки  2  дня.  Сколько картинок осталось раскрасить Маше? | 12
1082 | Для оформления  3  стендов дети принесли  рисунки.  Если  на  каждый  стенд  повесить по 6 рисунков,  то останется ещё 11  рисунков. Сколько рисунков принесли дети? | 29
1083 | После  того,  как  Антон  разместил  на 6  страницах  по  8  марок,  у  него  осталось  15 марок. Сколько марок у Антона? | 63
1084 | В  питомник  привезли  36  саженцев.  Несколько  саженцев  продали,  а  остальные  посадили в 4 ряда по 5 саженцев. Сколько саженцев продали? | 16
1085 | В  4  квартирах  по  4  комнаты.  Отремонтировали  9  комнат.  Сколько  комнат  осталось отремонтировать? | 7
1086 | Поезду  нужно  пройти  400  км.  Он  ехал 2  часа,  проезжая  по  100  км  каждый  час. Сколько км осталось проехать поезду? | 200
1087 | Для пошива 5  платьев  купили ткань.  Если на каждое платье расходовать по 4 метра, то останется 2 м ткани. Сколько метров ткани купили? | 22
1088 | После того,  как  Галя угостила 3 подруг, дав  по  4  конфеты  каждой,  у  неё  осталось 3 конфеты. Сколько конфет было у Гали? | 15
1089 | В магазин привезли 40 часов. Несколько часов положили на витрину,  а остальные разложили  на  5  полок  по  7  штук  на  каждой. Сколько часов положили на витрину? | 5
1090 | Юннаты  собрали  с  двух  грядок  по  9  кг лука.  На семена оставили 3  кг.  Остальное отдали  в  столовую.  Сколько  килограммов  лука юннаты отдали в столовую? | 15
1091 | Для  ремонта  квартиры  купили  4  банки краски  по  3  кг  в  каждой.  Сколько  килограммов  краски израсходовали,  если после  ремонта осталось 2 кг краски? | 10
1092 | В  библиотеку  привезли  книги.  После того  как  библиотекарь  поставила  на  3  полки по  27 книг,  осталось расставить ещё 38 книг. Сколько книг привезли в библиотеку? | 119
1093 | Для  уроков  труда  купили  14  наборов цветной  бумаги  по  10 листов  в  каждом  наборе.  На поделки истратили 80 листов.  Сколько листов осталось? | 60
1094 | Хозяйка  засолила  несколько  банок огурцов по 5 кг в каждой банке. Зимой съели 30  кг  и  осталось  10  кг  огурцов.  Сколько  банок огурцов засолила хозяйка? | 8
1095 | На  пришкольном  участке ребята  вырастили  огурцы.  После  того  как  разложили огурцы в 5 корзин по 6 кг в каждую, осталось 28 кг. Сколько кг огурцов вырастили ребята? | 58
1096 | В детский  сад  привезли  2  бидона  молока.  Сколько  литров  молока  было  в  каждом бидоне,  если  после  того  как  дети  выпили 44 литра, осталось 2 литра? | 23
1097 | На выставку привезли 54 картины. В большой зал повесили 36 картин, а остальные картины  развесили поровну в  3  маленьких  залах.  Поскольку картин в каждом маленьком зале? | 6
1098 | Школьники  собрали  49  кг  лекарственных  трав.  22  кг упаковали в  ящик,  а остальные в 9 пакетов,  поровну в каждый.  Сколько килограммов  лекарственных  трав  было  в  каждом пакете? | 3
1099 | В  школьную  столовую  привезли  творог. Неделю  расходовали  по  4  кг  творога  в  день. Сколько килограммов  творога привезли,  если в столовой остался 41 кг творога? | 69
1100 |  В  магазине  было  84  кг  сливы.  Продали 6 ящиков по 9 кг в каждом, а остальные упаковали в пакеты по 6 кг в каждом. Сколько было пакетов? | 5
1101 | У  портнихи  было  26  м  тесьмы.  Несколько метров она израсходовала на отделку 4 одинаковых блузок.  После этого у неё  осталось  14  м тесьмы. Сколько тесьмы пошло на отделку каждой блузки? | 3
1102 | В  магазин  привезли  апельсины.  После того,  как продали  5  ящиков  по  7 кг,  в  магазине  осталось 48  кг  апельсинов.  Сколько  килограммов апельсинов было в магазине? | 83
1103 | В санаторий привезли 4 мешка муки по 15  кг в  каждом.  Из  49  кг муки  испекли  булочки. Сколько килограммов муки осталось? | 11
1104 | У  Саши  в  коллекции  75  марок.  В  нескольких  больших  альбомах  по  15  марок.  Остальные  30  находятся  в  маленьких  альбомах. Сколько больших альбомов с марками у Саши? | 3
1105 | Когда портниха пришила по  9  пуговиц к  6  пальто,  у  неё  осталось  32  пуговицы. Сколько пуговиц было у портнихи? | 86
1106 | Мама  должна  была  прополоть  3  ряда малины по 27 кустов в каждом. Она прополола  65  кустов.  Сколько  кустов  малины  осталось прополоть? | 16
1107 | Ребята собрали  78  грибов.  Они  сварили 18  грибов.  Остальные  засолили  в  банках  по 15 грибов в каждой. Сколько банок грибов засолили? | 4
1108 | Когда из бочки набрали 3 ведра воды по 6 л, в ней осталось 12 л. Сколько литров воды было в бочке? | 30
1109 | В спортивный магазин привезли 60  мячей. Повесили в  5 сеток по  7 мячей.  Сколько мячей осталось в ящике? | 25
1110 | Из трёх классов  на соревнования отправили по 6 человек. Награды получили 5 человек. Сколько человек осталось без награды? | 13
1111 | В  столовой  за  неделю  израсходовали 63 кг муки. 4 дня расходовали по 12 кг муки в день,  а остальную  муку  поровну  в  следующие 3 дня. Сколько килограммов муки расходовали в каждый последующий день? | 5
1112 | В  ряду сидит  6  мальчиков,  а девочек  в 2  раза  больше.  На  сколько  больше  в  классе девочек, чем мальчиков? | 6
1113 | Масса тыквы 4 кг.  Это в 2 раза больше, чем масса кабачка.  На сколько меньше масса кабачка, чем тыквы? | 2
1114 | У Люды  18 календариков,  а у Маргариты  в  2  раза  меньше.  На  сколько  меньше  календариков у Маргариты, чем у Люды? | 9
1115 | Хозяйка  купила  3  кг  яблок,  а  груш  на 6  кг  больше.  Во  сколько  раз  больше  купила хозяйка груш, чем яблок? | 3
1116 | Утром  Игорь  сделал  2  модели  вертолётов,  что  в  2  раза  меньше,  чем  вечером.  На сколько  больше  моделей  вертолётов  Игорь сделал вечером, чем утром? | 2
1117 | В  вазе  4  персика,  а  абрикосов  в  2  раза больше.  На сколько  меньше  в  вазе  персиков, чем абрикосов? | 4
1118 | В физкультурном зале 8 больших мячей, а  маленьких  на  4  меньше.  Во  сколько  раз больше  в  физкультурном  зале  больших  мячей, чем маленьких? | 2
1119 | У  Тони  8  кукол  Барби,  а  у  Ксюши  в 2  раза  меньше.  На  сколько  больше  кукол Барби у Тони, чем у Ксюши? | 4
1120 | Митя  окопал  10  деревьев.  Это  в  2  раза больше, чем окопал деревьев Лёня. На сколько больше окопал деревьев Митя, чем Лёня? | 5
1121 | На кухне горит  4 лампочки, а в комнате  в  2  раза  больше.  На  сколько больше  лампочек горит в комнате, чем на кухне? | 4
1122 | У  Юли  было  3  грецких  ореха,  земляных на 6 больше,  а арахиса столько,  сколько земляных и грецких орехов вместе. Во сколько раз у Юли больше орехов арахиса, чем грецких? | 3
1123 | У  брата  18  фломастеров.  Это  в  2  раза больше,  чем  у  сестры.  На  сколько  меньше фломастеров у сестры, чем у брата? | 9
1124 | Собрали  14  кг  клюквы,  а  голубики  в 2  раза  меньше.  На  сколько  меньше  собрали голубики, чем клюквы? | 7
1125 | К празднику купили 2 красных шарика, а  зелёных  на  4  шарика  больше.  Во  сколько раз меньше купили к празднику красных шариков, чем зелёных? | 3
1126 | На  озере  плавало  6  селезней,  что  в 2  раза меньше,  чем уток.  На сколько больше плавало на озере уток, чем селезней? | 6
1127 | У  Геры  было  6  голубеньких  попугаев,  а зелёных  в  2  раза  больше.  На  сколько  больше было  у Геры зелёных  попугаев,  чем  голубеньких? | 6
1128 | Валя решила 10 примеров на сложение, а  на  вычитание  на  5  примеров  меньше.  Во сколько раз больше решила Валя примеров на сложение, чем на вычитание? | 2
1129 | У слоненка было  14 морковок,  а репок в  2  раза меньше.  На  сколько  меньше  у  слоненка репок, чем морковок? | 7
1130 | Дина  вышила  8  подушек,  что  в  2  раза меньше, чем Марина. На сколько меньше подушек вышила Дина, чем Марина? | 8
1131 | В  ателье  приняли  на  заказ  4  платья, костюмов  на  2  меньше,  а  курток  столько, сколько  платьев  и  костюмов  вместе.  Во сколько  раз  меньше  приняли  заказов  на  пошив костюмов, чем курток? | 3
1132 | Масса арбуза 6 кг. Это в 3 раза больше, чем масса дыни. На сколько больше масса арбуза, чем дыни? | 4
1133 | В воскресенье в бассейн пришел слоненок с друзьями.  Когда тигрёнок,  обезьянка и черепаха прыгнули в бассейн, то из него выплесну­лось 9 вёдер воды. Но когда туда прыгнул слоненок,  воды из бассейна выплеснулось в 8 раз больше.  На  сколько  больше  воды  выплеснул слоненок из бассейна, чем его друзья? | 63
1134 | Купили  5  м  сатина,  а  ситца  в  3  раза больше.  На  сколько  меньше  метров  купили сатина, чем ситца? | 10
1135 | В  саду  росло  4  гладиолуса,  а лилий  на 8 больше. Во сколько раз меньше росло в саду гладиолусов, чем лилий? | 3
1136 | В  саду  росло  9  кустов  чёрной  смородины, а красной смородины в 3 раза меньше. На сколько  больше  в  саду  росло  кустов  чёрной смородины, чем красной? | 6
1137 | На зиму заготовили  8 банок малинового компота,  а  сливового  в  2  раза  больше.  На сколько  меньше  заготовили  на  зиму  банок малинового компота, чем сливового? | 8
1138 | У  Кирилла  8  бананов,  что  в  2  раза меньше,  чем у  Егора.  На  сколько больше  бананов у Егора, чем у Кирилла? | 8
1139 | В  кафе  было  30  молочников,  а  соусников  на  15  меньше.  Во  сколько  раз  больше  в кафе молочников, чем соусников ? | 2
1140 | В дивизионе было  15 легких танков,  а тяжелых в 3 раза меньше. На сколько больше легких танков в дивизионе, чем тяжелых? | 10
1141 | В  палатке  14  ящиков  винограда.  Это  в 7 раз больше, чем с киви. На сколько меньше в палатке ящиков с киви, чем с виноградом? | 12
1142 | Аня  купила  4  кг  фиников,  а  хурмы  на 8  кг  больше.  Во  сколько  раз  меньше  купила Аня фиников, чем хурмы? | 3
1143 | В  тетради  18  чистых  страниц.  Это  в 3  раза  больше,  чем  исписанных  страниц.  На сколько  больше  в  тетради  чистых  страниц, чем исписанных? | 12
1144 | У  пристани  стояло  2  катера,  байдарок на  2  больше,  а  лодок  столько,  сколько  катеров  и  байдарок  вместе.  Во сколько  раз  меньше стояло на пристани катеров, чем лодок? | 3
1145 | В коробке было 4 куска зелёного мела, а белого в 2 раза больше. На сколько меньше в коробке кусков зелёного мела, чем белого? | 4
1146 | Скворец  принёс  скворчатам  в  гнездо 18  червячков,  а  гусениц  в  3  разе  меньше.  На сколько  больше  съели  скворчата  червячков, чем гусениц? | 12
1147 | На лугу  работало  трое  мужчин-косарей, а женщин, ворошащих сено, на 12 больше. Во сколько  раз  меньше  работало  мужчин,  чем женщин? | 5
1148 | У школы росло  5  осин,  а берёз в  4 раза больше. На сколько меньше росло около школы осин, чем берёз? | 15
1149 | В классе было 5 портретов поэтов.  Это в 2  раза  меньше,  чем  портретов  писателей.  На сколько  меньше  в  классе  портретов  поэтов, чем писателей? | 5
1150 | С одного куста собрали  2  кг черноплодной  рябины,  а  с другого  на  4  кг  больше.  Во сколько раз больше собрали рябины со второго куста, чем с первого? | 3
1151 | В ларёк привезли 9 ящиков с виноградом, а с киви на 6 меньше. Во сколько раз больше привезли ящиков с виноградом, чем с киви? | 3
1152 | Семья выписывает 6 газет для взрослых, что в 2 раза больше, чем газет для детей. На сколько больше выписывает семья газет для взрослых, чем для детей? | 3
1153 | Лариса прочитала 8 страниц. Это в 2 раза меньше, чем прочитал Андрей. На сколько больше прочитал страниц Андрей, чем Лариса? | 8
1154 | На даче было 6 грядок с морковкой, а с укропом на 4 грядки меньше. Во сколь со раз больше на даче было грядок с морковкой, чем с укропом? | 3
1155 | Во время экскурсии 50 человек разместились поровну на 2 грузовиках, а 90 человек в 3 автобусах. На сколько больше человек помещалось в каждом автобусе, чем на каждом грузовике? | 5
1156 | У Лили 24 цветных карандаша, а простых карандашей в 3 раза меньше. На сколько меньше у Лили простых карандашей, чем цветных? | 16
1157 | В магазине было 7 мотков тонкой проволоки, всего 210 м, и 4 мотка толстой проволоки, всего 40 м. На сколько больше метров в мотке тонкой проволоки, чем в одном мотке толстой проволоке? | 20
1158 | На клумбе 12 красных пионов. Это в 2 раза больше, чем розовых. На сколько меньше на клумбе розовых пионов, чем красных? | 6
1159 | За 6 часов фабрика сожгла 540 кг торфа. В случае перехода на уголь фабрика сожгла бы за это время 240 кг угля. На сколько больше сжигает она за 1 час торфа, чем сожгла бы угля? | 50
1160 | В одном кружке занималось 6 девочек, что в 2 раза меньше, чем в другом. На сколько больше занималось девочек во втором кружке, чем в первом? | 6
1601 | Одна бригада замостила 280 м дороги за 4  дня,  а другая  -  270  м  за  3  дня.  Какая  из этих  бригад  замостит  в  день  больше  метров дороги и на сколько? | 20
1162 | В саду росло 40 астр, маков на 20 меньше, а гвоздик столько, сколько астр и маков вместе. Во сколько раз больше росло в саду гвоздик, чем маков? | 3
1163 | 4 куриных яйца весят вместе 320 г, 3 голубиных 84 грамма. На сколько граммов голубиное яйцо легче куриного? | 52
1164 | В одной квартире 9 жильцов, а в другой на 6 жильцов меньше. Во сколько раз во второй квартире меньше жильцов, чем в первой? | 3
1165 | Мишка стоит 20 рублей, а солдатик в 2 раза дешевле. На сколько рублей мишка дороже, чем солдатик? | 10
1166 | В первом классе 6 отличников, а во втором на 3 меньше. Во сколько раз в первом классе отличников больше, чем во втором? | 2
1167 | Первый класс посадил 3 ряда по 5 яблонь, а второй - 8 яблонь. На сколько больше яблонь посадил первый класс? | 7
1168 | Костюм стоит 120 рублей, а платье в три раза дешевле. На сколько костюм дороже платья? | 80
1169 | В 3-х первых классах по 4 отличника, а в 2-х пятых по 3 отличника. На сколько больше отличников в первых классах, чем в пятых? | 6
1170 | 5 ящиков с апельсинами весят 40 кг, а ящик с хурмой 4 кг. На сколько легче ящик с хурмой? | 4
1171 | При изготовлении раствора для укладки кирпича требуется 60 кг песка, а цемента на 40 кг меньше. Во сколько раз меньше требуется цемента, чем песка? | 3
1172 | С бахчи собрали 55 арбузов, а дынь на 44 меньше. Во сколько раз больше собрали арбузов, чем дынь? | 5
1173 | 2 утки снесли по 8 яиц, а курица снесла 72 яйца. На сколько яиц больше снесла курица, чем 2 утки? | 56
1174 | Рыбаки поймали 64 форели, а сазанов на 48 меньше. Во сколько раз меньше поймали сазанов, чем форели? | 4
1175 | В магазине на 5 полках 35 кукол, а на 4 полках 32 машинки. На сколько на каждой полке машинок больше, чем кукол? | 1
1176 | В первом тайме футболисты забили 3 гола, а во втором в 2 раза больше. На сколько больше голов забили во втором тайме, чем в первом? | 3
1177 | В столовой за 5 дней расходуется 180 кг хлеба. На сколько килограммов больше расходуется хлеба за 5 дней, чем за один? | 144
1178 | В саду 5 рядов вишен по 8 деревьев и 4 ряда яблонь по 5 деревьев. Во сколько раз меньше в саду растёт яблонь, чем вишен? | 2
1179 | Для настилки полов привезли 42 сосновых доски, а еловых в 7 раз меньше. На сколько больше привезли сосновых досок, чем еловых? | 36
1180 | 6 ящиков апельсинов весят 48 кг, а 4 ящика мандаринов 16 кг. Во сколько раз ящик апельсинов весит больше, чем ящик мандаринов? | 2
1181 | 7 банок равного веса клубничного варенья весят 14 кг, а 5 банок равного веса земляничного варенья весят 20 кг. Во сколько раз банка с клубничным вареньем легче банки с земляничным вареньем? | 2
1182 | Глубина колодца 30 м, а глубина оврага на 20 м меньше. Во сколько раз глубина оврага меньше, чем колодца? | 3
1183 | Ольге 18 лет, а Катя моложе в 3 раза. На сколько лет Катя моложе Ольги? | 12
1184 | 7 ящиков со сливами весят 35 кг, а 4 ящика с виноградом - 48 кг. На сколько кг легче ящик со сливами? | 7
1185 | Для школы купили 8 телевизоров, а магнитофонов в 2 раза меньше. Сколько всего телевизоров и магнитофонов купили? | 12
1186 | Серёжа за 3 дня прочитал 6 страниц, а Вова за 2 дня 8 страниц. На сколько больше страниц читает в день Вова, чем Серёжа? | 1
1187 | В двух наборах 12 листов цветного картона. Сколько листов цветного картона в 7 наборах? | 42
1188 | Привезли в первый день 9 машин угля, а во второй в 3 раза больше. Сколько всего машин угля привезли? | 36
1189 | В одной группе 15 человек, а в другой на 10 человек меньше. Во сколько раз в первой группе больше человек, чем во второй? | 3
1190 | В 2 мешках 20 кг цемента. В скольких мешках разместится 40 кг цемента? | 4
1191 | В кастрюле 4 л воды, а в ведре на 4 л больше. Во сколько раз меньше литров воды в кастрюле, чем в ведре? | 2
1192 | Витя купил 2 набора по 8 карандашей в каждом. 5 карандашей он подарил. Сколько карандашей осталось у Вити? | 11
1193 | Ручка стоит 9 руб, а ластик в 3 раза дешевле. На сколько дороже ручка, чем ластик? | 6
1194 | В первом саду росло 5 рядов яблонь по 6 в каждом ряду. Сколько яблонь пересадили в другой сад, если в первом саду осталось 28 яблонь? | 2
1195 | В секции занималось 14 мальчиков, что в 2 раза больше, чем девочек. Сколько всего детей в секции? | 21
1196 | С 3 кустов красной смородины собрали по 6 кг ягод, а с 1 куста белой смородины собрали 3 кг. Во сколько раз меньше ягод белой смородины собрали, чем красной? | 6
1197 | После того, как сапожник пришил на 5 пар валенок новые подметки, у него осталось 24 подметки. Сколько подметок было у сапожника? | 34
1198 | В ведре 8 л воды, что в 8 раз меньше, чем в бочке. Сколько литров воды в ведре и в бочке? | 72
